sub,task,valence,arousal,white_boost,SaccRate,SaccDur,SaccPvel,BlinkRate,BlinkDur,MeanPupDiam,PeakPupDiam,VarPupDiam
1,1,2.3,5.62,1,0.571268244455852,13.6666666666667,74.2499987284342,0.698479337553324,343.25,-0.027821578391168,0.0663358244481662,0.00304356497738673
1,1,2.3,5.62,2,0.799411056959714,14.4166666666667,77.8958333333333,0.627789582745747,294.166666666667,-0.0140257238486613,0.0739174768499007,0.00247561600109129
1,1,2.3,5.62,3,0.976682958214306,15.7916666666667,95.4749978383382,0.438736414572318,464.666666666667,0.0139439930386556,0.135213503013044,0.00413126057442484
1,1,2.26,6.55,1,0.603781268739091,15.8888888888889,105.822219000922,0.504603049273591,664.25,-0.109440281185064,0.0144196703629035,0.00303871347443747
1,1,2.26,6.55,2,0.9373489809165,14.1666666666667,77.8541663487752,0.670540016135283,416.625,-0.103019049616131,0.03455330245557,0.00616721884299005
1,1,2.26,6.55,3,0.794896605116047,16.625,80.4124994277954,0.271430886404148,719.5,-0.00679276859566313,0.110233949564657,0.00566653495845009
1,1,2.3,5.06,1,1.53839080755862,15.8916666666667,79.0949994087219,0.235683498369468,269,-0.0910902997388093,0.0597156824400824,0.0071925473970267
1,1,2.3,5.06,2,0.883519568208618,14.3888888888889,70.6777771843804,0.23311314677764,267.5,-0.0504533855244713,0.0450004092287679,0.00299789103438915
1,1,2.3,5.06,3,0.94082796237834,7,32.8416663408279,1.08636199209102,186.5,-0.112809453983602,0.0455453022167479,0.0117821430035596
1,1,2.96,6.82,1,0.41038872990185,15.125,79.6250009536743,0.203596473940643,241,0.0629378078639588,0.135465539939885,0.00212574979885134
1,1,2.96,6.82,2,0.884852536415034,12.1666666666667,62.5416673024495,0.234773114385625,299.5,-0.0902296700532655,0.0327017554053827,0.00630647318737058
1,1,2.96,6.82,3,1.62141770522251,12.3291666666667,68.9824996987979,0.365190028379562,424.5,-0.142331805903241,0.00258277090214652,0.00320318929421135
1,1,2.21,6.99,1,0.792060208688013,19.625,71.2375011444092,0.674579005680494,386.875,-0.0151056730871569,0.0877344768386826,0.00557356052557669
1,1,2.21,6.99,2,0.702079454981286,21.5,98.6166661580404,0.262294802591036,320,-0.00289564078125238,0.0846095813538608,0.0024376922168972
1,1,2.21,6.99,3,1.13725283308081,18.3125,86.6312506198883,0.327026178622639,296,-0.016661090925906,0.101839707042999,0.00646031603765364
1,1,7.12,5.69,1,0.283742683079793,16.5,55.1000003814697,0.55525479669717,470.5,-0.0144465235769921,0.112871226534849,0.00397165771024535
1,1,7.12,5.69,2,1.01776517523009,9.875,59.8416660626729,0.376949754844672,492.666666666667,-0.0324574203043472,0.0878378059578153,0.00513297211754236
1,1,7.12,5.69,3,1.18759723164284,11.1875,62.9125001430511,0.411273094052283,473.666666666667,-0.069522355956291,0.119334285370041,0.0108487973942003
1,1,6.56,5.83,1,1.32212054100193,16.0416666666667,86.9916674296061,0.528018730800722,439.25,0.0185148463658978,0.0925138449543855,0.00196313322761518
1,1,6.56,5.83,2,0.55094900416181,9.38888888888889,54.511110941569,0.363757459235564,203.444444444444,-0.200683841459223,0.0656736627664073,0.0192856555153263
1,1,6.56,5.83,3,0.73689814012082,15.5416666666667,79.5833314259847,0.681418787514679,422.0625,-0.135248413134753,0.0380460578922655,0.00515641900218353
1,1,6.5,6.72,1,1.47876798826647,16.6875,79.0937507152557,0.135135135135135,134,-0.0299484944891765,0.0587216667340284,0.00241249168839602
1,1,6.5,6.72,2,1.26820343168888,17.7555555555556,84.8666660732693,0.403728651390778,507,-0.161230470366025,0.0237137877941146,0.00779360661506501
1,1,6.5,6.72,3,1.51664002080574,15.775,74.3712495803833,0.527483085828924,297.5,-0.0124225236807371,0.0586956021183173,0.00230512772636981
1,1,5.34,4.23,1,1.0617604426504,13.8125,60.8062496185303,0.238363301213064,357,-0.0172309976452878,0.0835594293753796,0.00261776628437249
1,1,5.34,4.23,2,0.936080465110611,17.1875,71.9487501144409,0.330637162422072,265.666666666667,-0.091318972402768,0.0516921171431869,0.0113238077483732
1,1,5.34,4.23,3,0.768117802161792,12.3333333333333,72.7944441901313,0.588802669042346,413.625,0.00736061699774893,0.0715247228998646,0.00230156369002733
1,1,5.42,3,1,1.12163744740864,17,83.575001001358,0.564633556708329,376.25,0.0283096252704809,0.120851942786936,0.00244235946106935
1,1,5.42,3,2,0.385403283273434,15.3333333333333,76.966667175293,0.601118632385407,553.833333333333,0.0235010828610427,0.148132323941257,0.00580965672126995
1,1,5.42,3,3,0.204331834899877,15.5,100.649997711182,0.392910660344205,166.222222222222,0.040860920040639,0.101832844380576,0.00312457387205106
1,1,5.33,2.95,1,1.00222260070482,11.8958333333333,72.4270827770233,0.551999839598395,350.375,0.0639826574400626,0.137942544966154,0.00378014930708538
1,1,5.33,2.95,2,1.09562274580047,9.79166666666667,60.1500002543131,0.405368013368337,551.333333333333,0.0857489445548071,0.181457854256957,0.00453772889485051
1,1,5.33,2.95,3,0.522854074245009,13.75,67.5749998092651,0.371219973630153,387,-0.0744729979707896,0.0404226783638689,0.004997579960319
1,1,5.19,3.79,1,0.619835873766261,15.5,99.6166674296061,0.515021669111013,430,0.0291294671206287,0.116477803136906,0.00348535528516875
1,1,5.19,3.79,2,0.559863185437067,11.4166666666667,91.033332824707,0.398468737406079,289.833333333333,-0.0259063267514458,0.0546720504564806,0.00253474331598572
1,1,5.19,3.79,3,0.834222041018692,17,81.875,0.119731800766284,758,0.00781260779869148,0.0848642503455343,0.00216931074319244
1,1,5.39,2.74,1,1.02937019065121,12.7708333333333,64.4854166507721,0.438291230029767,262.75,-0.0107770891779256,0.0566327356448072,0.00113479008925098
1,1,5.39,2.74,2,0.759064349537861,19.125,120.412500858307,0.442283178784995,490.25,-0.0576280271461633,0.0284620083179131,0.00191740817272252
1,1,5.39,2.74,3,1.14841794411751,12.4583333333333,61.3229171435038,0.698843653607772,300.875,0.00577935462999853,0.0743709850221308,0.00124891446090903
1,1,7.38,5.52,1,1.30476371177052,17.4375,83.40625,0.248639941984014,808.5,0.0434261724828148,0.18543130631926,0.00898551925632832
1,1,7.38,5.52,2,0.291382616843662,13.5,73.9500007629395,0.382715981035561,862,0.00284697048447929,0.098304805101796,0.00338603881269956
1,1,7.38,5.52,3,0.597094920781283,13.7777777777778,75.3555560641819,0.471960234009738,397.75,0.0172697860481289,0.0962478562579958,0.00257129207439602
1,1,7.2,4.46,1,0.889121475099626,16.0333333333333,72.4699991861979,0.30435620197595,272.5,-0.0338094902705855,0.0515238132148363,0.00191597887253607
1,1,7.2,4.46,2,1.3829983608351,17.475,94.0133335749308,0.268932874354561,588,0.0026184978081563,0.133617057625739,0.00610299561383403
1,1,7.2,4.46,3,1.35244745825509,19.4791666666667,85.3770844141642,0.383298173758252,330,0.0405549717912815,0.1812702327558,0.00637894478191993
1,1,4.77,3.57,1,1.14650705740807,13.5833333333333,66.1666666666667,0.479006123677454,399,-0.0505604285811849,0.0604675870262139,0.00309709569381271
1,1,4.77,3.57,2,0.47354629088187,16.3333333333333,67.216667175293,0.403205119354271,214.75,-0.00558908189528573,0.106974784091724,0.00484678097458916
1,1,4.77,3.57,3,0.528291947911945,16.75,80.9250001907349,0.637138532036521,309.833333333333,0.0196683481897514,0.111199352989629,0.00416134658425593
1,1,2.46,5.88,1,1.37908838830742,12.4208333333333,65.9874999046326,0.51624665220239,505.625,-0.00398593826499348,0.0926355213767156,0.00263674183605755
1,1,2.46,5.88,2,0.687537266738556,15.3333333333333,77.8833344777425,0.444582942151578,435.75,-0.0505457954235501,0.0683941438725349,0.00720811937437072
1,1,2.46,5.88,3,1.17386606191495,15.4416666666667,83.5008337338765,0.547341275455116,246.625,0.0128171265299075,0.124547699904692,0.00476218078484528
1,1,6.68,5.84,1,0.212436407866442,19,88.0499992370605,0.558013251865999,520.875,0.00538976798903423,0.12003488338973,0.00607710091968453
1,1,6.68,5.84,2,0.504745844314176,11.2083333333333,56.5666666030884,0.151820696043408,352.5,-0.108319584407749,0.00678464447548818,0.00389654058070835
1,1,6.68,5.84,3,1.03111822076817,11.2083333333333,58.6041666666667,0.207872411516323,545.5,-0.0359501208327902,0.0557372154732239,0.003024745652868
1,1,4.92,4.08,1,0.590719533887658,15.7222222222222,81.1833330790202,0.341583726209185,432.333333333333,-0.0489979171160058,0.0628184857758344,0.00433689404615682
1,1,4.92,4.08,2,1.23103058885696,13.0625,69.5479165712992,0.735887322308101,327.416666666667,-0.0482661317563953,0.0335094914040655,0.00180084178001986
1,1,4.92,4.08,3,0.54336970517953,15,78.0999994277954,0.232935688755932,376.5,-2.81576972682401e-05,0.0951489568367583,0.00301071299992492
1,1,5.19,4.97,1,0.984929198767808,17.2083333333333,91.7750005722046,0.329959502647744,377.666666666667,-0.0202351525250007,0.0629078286073618,0.00406585792420282
1,1,5.19,4.97,2,1.45349574405942,16.1875,84.6500010490417,0.425552382893357,404,-0.138486314866922,0.035712435836673,0.0102033073548783
1,1,5.19,4.97,3,0.825688146879163,17.25,68.2750005722046,0.396563682523884,540.666666666667,-0.204700233208817,0.000469079192512026,0.00836978800303784
1,1,6.85,5.63,1,1.07656871491527,18.0416666666667,109.145832538605,0.428142533819606,272,-0.0320283650296816,0.162401749416131,0.00714025090313382
1,1,6.85,5.63,2,1.50550080245817,11.8541666666667,74.3020819822947,0.466064560600811,716.444444444444,-0.0287365293949966,0.0788161243794206,0.00467922621786988
1,1,6.85,5.63,3,0.872470436245269,10.7222222222222,54.6388878292508,0.62527337715181,161.25,0.0558398288261927,0.182132783507347,0.00479948732483028
1,1,5.34,4.25,1,0.681492207775586,14.3333333333333,71.4833342234294,0.655449024330895,190.333333333333,0.0226968079191841,0.0891681615404924,0.00251957143061009
1,1,5.34,4.25,2,0.761088500298822,13.8333333333333,91.2777790493435,0.363503511790709,361,0.0254165502914669,0.139184645053596,0.0063264866715717
1,1,5.34,4.25,3,1.43026751648173,14.2916666666667,75.4875000317891,0.483060350582553,324,0.0708313587619165,0.234098436780384,0.00911883988183276
1,1,6.5,5.6,1,0.843320823919482,11.05,58.7699995676676,0.321856897871701,159.666666666667,-0.0122953896502845,0.0814320718558981,0.00222713850757242
1,1,6.5,5.6,2,0.612695573980246,9,47.1444447835286,0.631317977369414,416.25,0.0380870387814456,0.165268028205,0.00566564280193849
1,1,6.5,5.6,3,1.19576922254802,15.7222222222222,70.2666667302449,0.630713796757681,247.55,-0.054209228676061,0.0606107091902583,0.00394770345069554
1,1,6.82,5.97,1,1.18030486119658,13.125,68.9041662216187,0.481205706772483,353.5,0.00263598328262746,0.149307179777598,0.00695016304293652
1,1,6.82,5.97,2,1.32174107539843,12.4375,70.9312500953674,0.318085848807816,248.833333333333,-0.0601398429109686,0.0963212369998001,0.00917404547437214
1,1,6.82,5.97,3,1.14327834383463,10.2916666666667,56.9833334287008,0.369902642066943,253.25,-0.00455432617498392,0.0443240974380735,0.00076151892972725
1,1,6.85,5.8,1,0.859466674249505,17.3055555555556,85.2472222646077,0.759515201837414,459.333333333333,-0.074632851741669,0.0362577246095546,0.00371971754362632
1,1,6.85,5.8,2,1.37220162876062,14.5,71.737498998642,0.798136285940261,332.5,-0.0842300312746933,0.0205876237706558,0.00195282381320493
1,1,6.85,5.8,3,1.18575924703667,18,85.1499989827474,0.465368335900798,179,0.0178649587292543,0.112749551325333,0.00380428754973211
1,1,7.63,6.07,1,1.66183328324029,17.4895833333333,87.881249666214,0.43676185456905,395.666666666667,0.027121123224048,0.135393483015443,0.00417762310200361
1,1,7.63,6.07,2,1.93741930818562,15.0916666666667,79.165834347407,0.96006289478168,108.722222222222,0.0844771770251288,0.17674783231939,0.00340038902114517
1,1,7.63,6.07,3,0.861691580111375,20.5,105.777778625488,0.426642209402802,240.166666666667,0.0147700085800673,0.124163984518022,0.00446137999672043
1,1,3.2,5.77,1,1.13862929594353,12.6083333333333,67.6250004371007,0.530707047316713,229.583333333333,-0.0678790806944067,0.0232114985270321,0.00243242224163129
1,1,3.2,5.77,2,0.774905318595272,24.2777777777778,113.655552758111,0.368048023505161,483.666666666667,-0.0154663257988209,0.114718830356869,0.0070851192746017
1,1,3.2,5.77,3,0.874872841415672,11,52.1888881259494,0.535957508193584,464.375,0.0659052069674509,0.173138815534319,0.00428997223949787
1,1,3.1,6.26,1,1.04835988715225,12.7916666666667,62.0583333174388,0.360635112640866,202,-0.0861487775676275,0.0424483115663718,0.00298621350261144
1,1,3.1,6.26,2,1.42108400612019,17.9375,84.5500004291534,0.378494517129321,364.333333333333,-0.0629761061845149,0.030175210976013,0.0036938143413993
1,1,3.1,6.26,3,1.31620036772919,15.2083333333333,78.2604160308838,0.145095763203714,295,-0.0758380830258554,0.0522914089583527,0.00224729137362121
1,1,2.78,5.98,1,0.62590378391934,16.3333333333333,84.5333315531413,0.582095765419397,478.5,0.0511739619398344,0.157114922069095,0.00449577999819069
1,1,2.78,5.98,2,1.08315280385744,13.2222222222222,67.3388890160455,0.42773534461807,219.5,0.0445798305788079,0.200582071332608,0.00779915422773672
1,1,2.78,5.98,3,0.725446519997453,12.0625,62.9312510490417,0.60634502108822,588.777777777778,-0.0199786272728247,0.0980066591225066,0.00374251549937253
1,1,2.04,6.52,1,1.37802140148755,10.4583333333333,54.5624996821086,0.553257296172967,209.111111111111,-0.0571589333912603,0.0647201956931111,0.00382120465222203
1,1,2.04,6.52,2,1.31911211459049,15.8541666666667,81.1437499523163,0.369670111284681,223.666666666667,-0.0806517688257167,0.0470636800655756,0.00407967948649449
1,1,2.04,6.52,3,1.7307466393268,12.7291666666667,70.8916671276093,0.238047282953037,606.5,-0.0333173490229361,0.0460330001180457,0.00237674263060516
1,2,3.46,6.87,1,1.01468513531037,14.875,87.6166666348775,0.445338668206366,733.75,-0.0913932823334923,0.560778848177215,0.0989415038810856
1,2,3.46,6.87,2,1.36558686169529,12.5208333333333,69.5604167779287,0.444779382154009,626.833333333333,-0.0265475859654072,0.497289337418027,0.118294633641526
1,2,3.46,6.87,3,1.23544111735054,15.5416666666667,86.9958327611287,0.72946158963188,311.375,0.158927991709768,0.599437824447184,0.0834915722565731
1,2,3.37,6.37,1,0.739886632794293,8.16666666666667,56.0666662851969,0.250782210582085,690,-0.478561324537742,0.164379636121857,0.0779526045995169
1,2,3.37,6.37,2,1.09475545939189,11.9583333333333,69.6749997138977,0.485710240796095,662.125,0.00993210779743001,0.510418663160088,0.106468257128579
1,2,3.37,6.37,3,0.706430243369747,11.0555555555556,58.4499997033013,0.523673334058787,444,-0.0451066430959715,0.44880287094177,0.0784801786024419
1,2,7.13,4.75,1,1.50365310349026,12.4821428571429,62.7535712832496,0.353420835886527,420.666666666667,-0.4942407151468,0.122879041915151,0.094077838143529
1,2,7.13,4.75,2,0.71152614974638,15.3333333333333,77.729167620341,0.626041681600001,528.125,0.021607039949918,0.283954395604007,0.0414988209426336
1,2,7.13,4.75,3,1.04478380511745,14.125,77.3958339691162,0.510785740327982,356.083333333333,0.000564408957562684,0.310799724000945,0.0287448023914314
1,2,7.3,4.53,1,0.84192474214821,11.125,68.9249987602234,0.364883411899587,748.333333333333,-0.310755684978648,0.166957557910075,0.0589424789857283
1,2,7.3,4.53,2,1.07594748891542,11.5,61.8583332697551,0.443080098466571,765.75,-0.301640679964868,0.206069013323119,0.0670168804444013
1,2,7.3,4.53,3,0.497578725998745,18.25,88.7500019073486,0.217378710270256,529.5,-0.0215556970012459,0.440690881240003,0.0625238060897148
1,2,4.79,6.23,1,1.08607112684441,13.125,67.971875111262,0.48871860096531,811.166666666667,0.0235591522941081,0.414493427189921,0.0420720062108497
1,2,4.79,6.23,2,0.530710289619765,10.6666666666667,66.8666667938232,0.419803250246456,578.166666666667,0.0777962343839797,0.386125476828239,0.0388180060870016
1,2,4.79,6.23,3,1.10638563628081,10.7333333333333,66.0299996058146,0.341952224482345,354.5,-0.395082902448119,0.262457093179619,0.0821225092289527
1,2,6.61,5.63,1,1.20403746369933,14.7083333333333,73.8499997456868,0.488447841453886,542.75,-0.331760127741958,0.162536200445471,0.0408655628080846
1,2,6.61,5.63,2,1.55939362998686,11.95,63.7400000572205,0.300998136993169,354.833333333333,-0.490075064497704,0.147521704373148,0.0733676597350097
1,2,6.61,5.63,3,1.66056557331008,16.4583333333333,88.84375055631,0.613910462230065,581.083333333333,-0.153195561562811,0.34779537525218,0.0772377953771482
1,2,4.91,3.34,1,0.723197342682846,15.0625,71.9999983310699,0.877017082886794,730.625,-0.638836411838306,0.000419828947052142,0.041296870383925
1,2,4.91,3.34,2,1.12570331687971,15.7916666666667,72.5616668065389,0.385152044856263,419.833333333333,-0.0667767626250062,0.180550051850052,0.0153877613000279
1,2,4.91,3.34,3,1.16989609375146,14.2125,78.3499999523163,0.265924464487035,456.5,0.0280868243484596,0.250372880036531,0.023476201033593
1,2,2.84,4.55,1,0.933741507951362,11.4166666666667,67.2791665395101,0.470050484334547,588.125,-0.0832009900755881,0.314672831733384,0.0455835266897344
1,2,2.84,4.55,2,0.530473556072436,13.3333333333333,73.6999994913737,0.471870649368264,611.25,0.0738872817395387,0.647898519714321,0.111890442203181
1,2,2.84,4.55,3,0.552239314782961,14.6666666666667,68.755554623074,0.367497292517412,428.75,-0.0410460382100601,0.423876920124745,0.0982653183611321
1,2,5.19,3.5,1,1.16398732229736,14.3958333333333,76.7354153792063,0.243548212172224,137.5,-0.113368869813498,0.357788691601086,0.053071141765129
1,2,5.19,3.5,2,0.41375895888344,10.6666666666667,69.0999994277954,0.525119689220878,703.5,-0.246921775946202,0.0450841555196591,0.020916994873762
1,2,5.19,3.5,3,0.890581016345812,14.6388888888889,89.5055569542779,0.392454890197593,564.5,-0.195242426985753,0.113147103982831,0.0416596438099532
1,2,3.28,4.35,1,1.35955146259968,14.825,83.6116668701172,0.508506395582905,632.25,0.0688708622168096,0.535603155813598,0.0773278242671169
1,2,3.28,4.35,2,0.902373978168271,15.1666666666667,81.6133336385091,0.726218374594969,608.416666666667,-0.210527066837684,0.213452824627661,0.0333074113477148
1,2,3.28,4.35,3,0.598385422859783,11.2222222222222,63.8444451226128,0.705241103987043,421.625,0.00722456474185456,0.262283327998089,0.0182823729010112
1,2,4.91,2.43,1,1.1001073430591,14.9166666666667,78.1916669209798,0.541355874775737,618.5,-0.296617465944996,0.0808921906544127,0.0271768632335596
1,2,4.91,2.43,2,0.79982262843743,13.9166666666667,71.3541674613953,0.396150264346972,285.222222222222,-0.290331205373193,0.0729528054297062,0.0626165068888985
1,2,4.91,2.43,3,0.853029457391748,15.4583333333333,95.8541680971781,0.436936543551011,315.25,-0.226211708578187,0.330296992613,0.0898756501197301
1,2,5.22,3,1,1.2780463896259,16.1111111111111,75.0722221798367,0.755074355957196,610.875,-0.161567932105951,0.166437952687173,0.0325853258488069
1,2,5.22,3,2,1.13841007771591,10.75,74.5541656812032,0.404932512100456,828,-0.213255432932589,0.166452735486532,0.0357470611093353
1,2,5.22,3,3,0.952269011072657,12.125,67.550000667572,0.437425750804998,260.333333333333,-0.456384302350618,0.0856975353065835,0.156138036356907
1,2,2.3,5.62,1,0.622648509866351,8.5,50.2000001271566,0.497409730490462,473,0.194397337800726,0.61796363308861,0.0486647468526598
1,2,2.3,5.62,2,0.669429336435207,12.5,64.0555553436279,0.418288406442765,668.25,-0.213229398441977,0.129473186227227,0.029275041710134
1,2,2.3,5.62,3,0.609793928851112,12.875,70.8156250715256,0.348723295285137,504.535714285714,0.0135882630692933,0.267981371157104,0.0334697724716357
1,2,2.26,6.55,1,0.532985862881471,10.75,61.2062501907349,0.321504318159083,413.166666666667,-0.0794821965238812,0.213838770046194,0.0454806768435787
1,2,2.26,6.55,2,0.564789855359552,10.125,66.2500014305115,0.699560744847422,824.375,-0.294801512096392,0.185518868380967,0.0616439872171312
1,2,2.26,6.55,3,1.08509751670466,11,67.4437495867411,0.464899966250908,632,-0.169668507990634,0.240689679559486,0.143555406750965
1,2,2.3,5.06,1,0.933025775142719,16.0833333333333,80.8458331425985,0.339524805892218,457.5,-0.40789062091247,0.352427596395763,0.147519793853798
1,2,2.3,5.06,2,1.26825508112378,13.625,77.4775006294251,0.455417457088788,487.25,-0.105089643751792,0.46141386792067,0.0818260323689134
1,2,2.3,5.06,3,1.34799653114431,13,72.833332824707,0.26185520835519,524,-0.284806902096562,0.264111268417602,0.108429505834007
1,2,2.96,6.82,1,1.01608658924341,7.875,52.6437501907349,0.351710336853504,940.333333333333,-0.409822863085317,0.148609601307363,0.0467244195025318
1,2,2.96,6.82,2,0.835813918231228,12.0277777777778,62.6166665818956,0.363677024191536,552.625,-0.305870514133659,0.0481855490474321,0.0486249306038184
1,2,2.96,6.82,3,0.356941161510382,15,95.3000030517578,0.320005930214871,544.25,-0.448785470936537,0.0897703769040052,0.0629270196645876
1,2,2.21,6.99,1,0.912870798394204,17.75,89.5750002861023,0.478352144813449,330.875,0.114350034193666,0.452821429722079,0.0430062957945896
1,2,2.21,6.99,2,1.22152071946814,15.2291666666667,93.9104172388713,0.574338249184621,521.325,-0.0672203155086371,0.310568298529873,0.0382712177540483
1,2,2.21,6.99,3,0.596503207379719,14.2833333333333,82.9416664759318,0.469147119758731,299.944444444444,0.0929644359372035,0.523988133232427,0.0766828812001798
1,2,7.12,5.69,1,0.744406361669133,14.25,84.7624988555908,0.458952885907939,652.875,0.102219699630276,0.620208502296225,0.0917776275329587
1,2,7.12,5.69,2,0.877368721833221,13.7916666666667,60.9499998092651,0.514441936674186,315.75,-0.147366798073295,0.317128199166844,0.0478327655545837
1,2,7.12,5.69,3,0.361962390727396,9.25,59.0500011444092,0.522409354532493,189.75,-0.393716246173601,0.0473950849135357,0.0462415567842765
1,2,6.56,5.83,1,1.67063196800339,15.7797619047619,74.2767867814927,0.387303542613072,197.333333333333,-0.342864558375034,0.0477642509771358,0.025914417482625
1,2,6.56,5.83,2,0.643291340724001,11.9583333333333,66.125,0.44965665280874,401,-0.312933943380003,0.0162335358617989,0.0580409842850537
1,2,6.56,5.83,3,1.33322885710131,15,73.4833332697551,0.729085578391422,254.916666666667,0.0753331562019298,0.450829353096228,0.0571456169388059
1,2,6.5,6.72,1,1.24263253733817,16,78.0874993006388,0.366655287004845,295.333333333333,-0.0142257778667833,0.414756798783622,0.0463970542223774
